[eSearchID]	[smart_phone_user_check]	[current_phone]	[current_phone] [other]	[SmartPhone_Model]	[alt_phone]	[Searching_and_Trying.0]	[Searching_and_Trying.1]	[Searching_and_Trying.2]	[Defending.0]	[Defending.1]	[Defending.2]	[Staying.0]	[Staying.1]	[Staying.2]	[Staying.3]	[Upgrading.0]	[Upgrading.1]	[Upgrading.2]	[Upgrading.3]	[Opposing.0]	[Opposing.1]	[Opposing.2]	[Opposing.3]	[Threats_to_Social_Identity.0]	[Threats_to_Social_Identity.1]	[Threats_to_Social_Identity.2]	[Threats_to_Social_Identity.3]	[Threats_to_Self_Image.0]	[Threats_to_Self_Image.1]	[Threats_to_Self_Image.2]	[Threats_to_Self_Image.3]	[Threats_to_Ability.0]	[Threats_to_Ability.1]	[Threats_to_Ability.2]	[Threats_to_Ability.3]	[Transfer_Cost.0]	[Transfer_Cost.1]	[Transfer_Cost.2]	[Transfer_Cost.3]	[Learning_Cost.0]	[Learning_Cost.1]	[Learning_Cost.2]	[Learning_Cost.3]	[Search_Cost.0]	[Search_Cost.1]	[Search_Cost.2]	[Service_Uncertainty.0]	[Service_Uncertainty.1]	[Service_Uncertainty.2]	[Benefit_Loss_Cost.0]	[Benefit_Loss_Cost.1]	[Benefit_Loss_Cost.2]	[Benefit_Loss_Cost.3]	[User_Identification.0]	[User_Identification.1]	[User_Identification.2]	[Brand_Identification.0]	[Brand_Identification.1]	[Brand_Identification.2]	[Brand_Identification.3]	[Alt_image.0]	[Alt_image.1]	[Alt_image.2]	[Habit.0]	[Habit.1]	[Habit.2]	[Habit.3]	[Inertia_Cognitive.0]	[Inertia_Cognitive.1]	[Inertia_Cognitive.2]	[Inertia_Behavioral.0]	[Inertia_Behavioral.1]	[Inertia_Behavioral.2]	[Inertia_Behavioral.3]	[Inertia_Affective.0]	[Inertia_Affective.1]	[Inertia_Affective.2]	[Self_efficacy.0]	[Self_efficacy.1]	[Self_efficacy.2]	[Self_efficacy.3]	[Ease_of_Use.0]	[Ease_of_Use.1]	[Ease_of_Use.2]	[Relative_Advantage.0]	[Relative_Advantage.1]	[Relative_Advantage.2]	[Familiarity.0]	[Familiarity.1]	[Familiarity.2]	[Relative_price]	[Smartphone_Attentiveness.0]	[Smartphone_Attentiveness.1]	[Smartphone_Attentiveness.2]	[Ego_Involvement.0]	[Ego_Involvement.1]	[Ego_Involvement.2]	[Gender]	[Age]	[Household_Income.0]	[Smartphone_Experience.0]	[Smartphone_Experience.1]	[Smartphone_Experience.2]	[Frequency]
1557489	1	2		samsung galaxy s5	1	5	5	5	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	6	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	5	5	4	3	5	4	5	4	5	4	6	6	6	6	6	6	6	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	5	4	4	4	3	3	3	4	4	4	4	4	4	5	0	4	4	4	7	1	6
332654	1	2		galaxy 5	1	1	1	1	4	4	4	7	7	7	7	4	4	4	4	1	1	1	1	1	1	1	1	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	4	4	4	1	1	1	1	4	1	1	1	1	1	1	4	4	4	1	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	4	4	1	1	1	4	4	4	4	4	4	1	1	1	7	1	1	1	1	1	1	0	6	7	1	2	5	1
308491	1	1		5s	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	7	7	7	7	7	7	7	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	1	2	7	7	7	7	7	7	0	5	5	7	7	1	7
SR062614	1	1		Apple iphone 4	2	4	4	4	4	3	4	3	5	4	5	3	5	3	5	2	4	3	5	5	4	3	3	4	3	5	3	3	5	2	4	3	6	3	3	5	4	4	3	5	3	4	4	2	5	2	6	4	4	6	6	5	4	4	4	2	3	3	4	5	4	4	3	6	3	4	3	3	3	3	5	2	3	5	4	4	4	1	2	3	2	5	3	4	5	2	4	4	5	4	2	4	5	1	5	4	3	2	2	3
1534203	1	2		galaxy stellar	1	1	1	1	6	7	6	7	4	7	7	7	6	7	7	7	6	6	6	4	4	4	7	7	7	7	7	1	1	1	1	4	1	4	4	4	4	4	4	1	4	5	4	4	4	7	7	1	1	4	4	4	7	4	4	4	1	4	1	7	6	7	4	6	4	6	3	3	3	7	5	7	1	7	7	5	5	7	6	7	2	2	2	1	5	6	7	4	4	5	4	4	7	1	4	2	3	2	2	5
1503395	1	9	Casio	G'zone Commando	2	4	4	4	5	6	5	1	2	4	2	2	3	4	2	4	4	4	4	1	1	4	1	4	1	1	4	1	1	1	5	3	4	3	3	2	5	5	4	6	6	6	4	5	4	4	2	2	1	4	4	4	4	4	4	4	1	1	1	6	6	4	5	3	3	7	3	4	4	5	5	5	3	6	6	6	6	6	4	4	4	4	4	2	1	1	6	2	2	2	1	5	4	1	3	5	1	2	7	3
62977	1	2		Note 2	1	2	2	2	6	6	6	6	5	7	6	6	6	6	7	5	3	3	2	1	1	1	1	1	1	1	6	1	1	1	1	1	5	1	4	5	5	5	4	5	5	3	4	4	5	5	5	1	1	4	4	4	4	4	4	4	1	1	1	5	5	5	3	6	5	6	1	1	1	5	5	5	1	7	7	7	7	6	6	4	4	4	2	1	1	1	7	3	5	5	1	1	5	1	6	2	3	4	1	3
954432	1	1		I phone	2	3	3	5	2	2	2	3	2	3	3	3	3	3	3	4	4	4	7	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	7	6	7	7	7	7	7	7	7	7	6	5	4	5	5	5	5	5	5	5	4	4	3	3	3	2	3	4	4	3	4	3	3	5	2	3	2	3	2	2	2	3	3	2	3	3	3	4	3	3	3	3	4	4	1	3	3	4	5	1	5
1079086	1	4		LG-P509	2	6	6	6	6	4	5	4	3	3	4	2	3	4	4	3	4	3	2	3	2	4	2	2	2	2	1	2	1	1	2	4	3	3	3	3	5	4	3	5	3	6	5	5	6	5	5	3	2	4	4	4	4	4	5	5	2	6	4	6	6	6	2	5	5	3	5	5	5	6	6	5	3	5	3	6	5	4	4	4	5	5	5	4	5	4	7	4	5	4	3	3	7	1	4	4	1	4	4	3
634968	1	2		Galaxy S4	1	1	1	1	6	5	5	7	7	7	7	5	6	7	7	4	5	5	5	4	1	1	2	4	4	5	6	4	5	3	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	7	7	6	1	4	4	4	4	4	4	4	3	1	1	6	6	6	5	7	7	7	6	6	6	6	7	7	5	6	5	5	6	5	5	5	4	4	4	2	2	2	7	1	1	1	1	1	1	1	4	11	2	3	1	2
1416041	1	4		optimus	2	3	4	2	5	4	6	4	5	3	4	3	3	3	2	3	1	2	1	1	1	1	1	3	2	2	3	3	2	2	2	4	4	4	3	4	4	4	4	6	5	5	4	7	4	4	3	3	3	4	4	4	4	4	4	4	4	4	4	6	6	6	4	5	5	4	5	5	5	4	5	4	4	5	5	5	5	4	4	4	4	4	4	4	5	4	7	4	4	4	4	4	4	1	2	1	2	4	1	6
1549935	1	1		iphone4	2	5	5	4	6	6	6	5	5	4	5	4	5	5	5	4	2	4	1	4	1	3	2	3	1	2	4	4	3	3	3	3	5	4	2	5	5	5	4	5	4	5	4	6	4	3	4	3	4	3	2	1	4	5	5	5	4	4	1	5	4	6	6	6	6	7	6	5	6	6	7	7	5	5	5	5	4	4	4	4	3	3	3	3	3	3	5	3	4	5	5	4	5	0	5	3	1	2	1	4
211195	1	1		iPhone5S	2	4	5	5	6	7	7	5	6	5	7	5	6	6	7	3	4	5	1	1	1	1	1	1	2	1	1	5	3	5	6	5	6	6	3	6	6	7	6	3	6	7	4	7	7	7	5	4	4	5	5	2	2	6	6	4	4	3	4	7	7	7	7	7	7	7	7	7	7	4	7	7	5	6	5	7	6	4	5	5	4	4	3	3	2	1	3	2	1	1	1	1	7	1	6	3	1	1	1	2
1064809	1	2			1	1	1	1	5	5	5	6	4	6	6	5	5	5	7	4	4	4	4	2	2	2	2	4	4	5	6	5	5	6	7	4	4	4	4	6	6	6	6	4	4	3	4	5	4	4	4	5	4	4	4	4	4	4	4	4	4	6	4	5	5	5	5	5	5	5	6	6	6	5	7	7	4	4	4	4	4	3	3	3	4	4	4	1	1	1	7	1	1	1	2	2	2	0	5	5	1	2	2	3
1561234	1	2		Mini Galaxy	1	5	5	6	7	6	7	2	1	5	2	6	5	7	7	2	2	3	1	2	1	6	1	6	2	2	3	2	1	5	1	5	5	6	4	7	6	6	7	6	5	2	4	5	3	3	4	5	5	4	4	4	5	5	5	6	2	5	5	7	5	7	7	7	6	7	7	7	5	7	7	6	3	5	5	6	7	6	5	7	3	5	6	1	2	1	5	3	2	3	6	1	6	1	3	1	2	2	1	5
1508719	1	3		3d evo	2	2	2	3	6	6	6	4	6	2	5	3	2	4	2	4	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	6	1	1	1	2	1	1	1	2	1	1	4	1	1	2	2	5	5	2	2	5	2	4	2	4	1	1	1	3	2	2	1	7	7	4	4	7	7	7	6	6	5	4	7	7	7	1	2	2	4	3	4	1	4	5	1	3	1	4
418778	1	4		Optimus F3	2	2	2	2	6	6	6	5	7	4	6	2	5	4	2	2	2	2	2	6	1	4	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	5	5	3	5	5	5	4	4	3	1	4	4	4	1	4	4	4	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	2	7	6	2	7	6	6	6	2	2	2	1	1	1	7	1	1	1	1	1	1	1	4	5	3	4	1	3
563413	1	1		4S	2	1	1	2	5	5	5	4	5	4	4	5	6	6	6	4	4	4	4	2	2	1	1	4	3	1	4	2	1	1	3	6	4	5	4	7	7	7	7	5	6	4	5	4	3	5	4	5	5	6	6	6	7	7	7	7	3	3	2	7	6	6	6	5	4	4	1	2	2	4	6	6	5	5	5	6	5	5	5	5	5	4	4	1	1	1	4	3	2	4	3	5	6	0	6	16	3	7	4	3
66348	1	2		S4	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	3	3	1	1	6	6	6	2	2	2	2	2	5	1	1	1	1	1	1	1	5	1	5	1	1	6	7	7	7	1	4	4	4	4	4	4	4	6	5	3	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	3	3	3	1	1	1	3	5	6	7	1	1	1	3	7	7	1	4	3	1	1	1	4
1552160	1	4		G Flex Sprint LS995	2	6	6	7	6	7	7	6	6	5	3	3	3	4	6	3	4	2	2	2	2	3	1	3	2	2	1	2	4	3	5	4	3	3	2	4	5	5	4	7	6	5	6	4	2	3	4	5	2	3	3	3	5	5	4	6	6	6	5	6	7	6	7	6	7	6	6	7	7	6	6	6	3	4	3	7	6	6	5	5	7	6	6	6	5	6	6	6	6	7	6	6	5	0	4	1	1	2	2	5
180530	1	1		4	2	4	4	4	4	4	4	6	6	4	6	2	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	4	4	4	4	4	4	2	4	4	4	4	4	4	1	5	16	2	7	2	2
528307	1	1		5c	2	5	5	1	7	7	7	7	7	7	7	5	6	6	6	3	3	4	3	2	2	1	1	1	1	1	4	2	2	2	2	3	5	4	3	4	5	5	5	6	3	4	2	2	3	2	3	3	2	4	4	4	5	5	6	5	3	2	1	7	7	7	7	7	5	7	5	6	6	7	7	7	6	5	3	5	5	3	4	4	3	3	3	1	1	1	4	1	1	1	1	1	1	1	5	2	1	4	5	5
1525546	1	2		samsung note 2	1	4	4	4	6	5	4	4	4	4	4	5	7	6	6	4	5	4	4	4	5	5	4	4	4	5	5	4	4	4	4	4	6	6	7	5	5	6	5	5	6	5	4	5	5	5	4	4	4	6	6	6	5	5	4	4	3	3	3	5	4	4	4	6	5	5	6	6	4	5	7	6	4	4	4	4	4	2	2	2	3	5	5	3	3	3	6	5	4	4	5	5	5	0	3	1	1	4	1	6
529043	1	1		5	2	6	5	5	6	6	5	6	4	6	5	6	6	5	4	3	6	5	6	5	6	4	6	4	6	6	6	4	4	4	4	4	4	4	4	6	5	6	5	5	5	5	5	5	5	2	3	5	6	4	4	4	6	4	5	5	4	5	5	2	1	1	1	1	1	5	1	1	1	1	1	1	4	4	4	1	1	2	2	2	4	4	4	3	2	4	4	4	4	4	4	4	6	1	5	12	1	2	2	4
1333593	1	2		Gravity	1	5	4	4	3	4	4	3	5	2	3	1	4	2	5	3	3	2	2	2	2	3	2	3	2	2	2	2	1	1	3	5	3	4	3	3	3	3	2	5	5	3	2	4	3	2	2	2	2	4	4	4	1	4	3	3	3	5	4	5	5	4	3	6	6	6	2	2	2	4	3	4	2	5	3	5	3	5	5	5	5	5	6	2	3	5	7	2	2	3	1	1	2	1	4	3	1	2	1	3
1169738	1	2		S3	1	5	5	2	7	7	7	6	5	5	5	4	5	5	2	4	2	3	3	2	1	1	1	6	5	5	7	5	6	6	6	6	5	6	5	6	7	7	7	6	6	6	7	6	7	6	4	4	4	4	4	4	5	4	4	4	3	4	4	6	4	6	4	4	5	5	3	4	4	6	5	5	4	4	3	6	5	2	2	2	3	3	3	4	4	4	7	6	6	6	2	4	6	0	5	5	1	5	1	3
1367436	1	1		4S - 32G	2	4	3	3	6	6	6	7	6	6	7	5	5	4	6	4	3	4	4	4	2	2	1	3	4	4	5	4	4	2	4	5	4	4	4	5	5	5	6	3	4	5	3	4	3	5	4	1	1	5	4	4	4	5	5	4	3	4	4	6	6	4	4	6	4	5	3	4	4	5	6	6	4	7	3	3	5	4	4	4	3	3	2	2	2	2	3	2	2	2	4	5	6	0	5	12	2	7	2	3
1560741	1	1		4s	2	2	5	2	2	2	2	2	2	6	3	4	3	2	2	6	3	5	7	6	6	6	6	6	6	6	6	6	7	7	4	5	6	7	7	4	3	2	6	6	6	6	7	7	7	7	7	7	7	2	3	5	3	3	3	2	4	3	2	2	1	1	1	2	3	4	3	3	3	2	2	2	2	1	1	1	1	1	3	2	2	3	3	3	1	1	7	1	1	1	1	3	2	1	2	5	2	3	3	5
817978	1	2		note 2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	1	1	7	7	7	7	1	1	1	7	4	4	4	4	3	1	1	1	1	1	3	4	7	2	2	2	4	3	3	3	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	3	2	3	3	4	4	4	3	4	4	4	2	2	2	4	5	2	1	4	2	5	7	2	4
1523499	1	2		note 3	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	5	5	4	4	4	4	4	4	4	4	4	5	5	4	5	5	4	4	4	4	4	4	5	5	5	5	5	5	4	4	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	4	4	4	4	4	4	4	4	4	6	6	6	6	7	7	7	1	6	5	1	3	1	4
907307	1	8		S4	2	7	7	7	6	4	7	4	5	1	2	1	3	1	1	1	2	1	1	1	3	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	1	6	1	4	4	4	2	3	1	2	4	2	1	6	7	6	7	7	7	7	7	7	7	6	5	6	5	6	7	6	7	2	7	0	3	3	1	1	1	4
SRO62614	1	1		S4	2	4	3	3	7	7	7	7	7	7	7	4	6	6	6	4	4	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	6	5	5	1	6	4	4	1	1	1	7	7	7	7	7	7	7	4	7	4	6	7	7	4	7	7	7	5	6	6	6	4	4	4	1	1	1	5	1	1	1	1	1	1	1	5	7	1	1	1	7
894245	1	4		optimus t	2	1	1	1	5	4	4	6	5	5	7	4	4	4	6	2	2	1	1	2	1	1	1	4	1	1	6	1	1	1	1	3	2	2	1	5	3	5	2	1	2	4	1	4	1	2	1	1	1	4	4	4	2	4	2	1	6	6	4	4	3	5	2	7	6	7	4	4	4	2	7	4	1	7	7	7	7	7	7	7	7	2	4	4	2	5	7	1	1	1	1	1	4	0	5	4	1	3	3	1
1060884	1	1		S4	2	2	2	2	4	4	4	6	6	5	6	7	7	7	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	6	4	5	6	6	6	4	4	6	4	6	4	5	4	4	4	4	4	4	4	4	4	4	4	2	2	7	7	7	7	4	4	4	5	5	5	6	7	7	4	5	5	7	6	4	4	4	4	4	4	1	1	1	4	4	2	2	4	4	4	1	5	16	1	2	2	4
392913	1	2		S4	1	3	5	5	1	1	1	6	6	6	5	4	5	5	6	5	4	4	2	3	2	1	1	4	3	5	5	6	7	7	7	7	6	7	6	7	7	7	7	6	6	6	6	7	7	6	6	4	2	6	6	6	5	5	5	5	2	1	1	7	7	7	7	6	4	5	5	6	7	7	7	7	7	5	3	5	6	2	1	2	2	2	2	2	3	3	6	3	3	2	2	1	5	1	5	9	1	1	1	4
1011664	1	1		4S	2	1	1	1	5	5	5	5	5	5	5	7	7	7	7	6	4	4	4	4	4	4	4	4	4	6	6	7	7	5	5	6	6	6	7	6	6	7	6	7	6	4	7	7	7	7	7	6	6	4	4	4	5	4	4	4	1	1	1	7	7	7	7	7	7	7	5	7	7	7	7	7	6	7	7	4	6	1	1	1	1	1	1	1	1	1	6	2	1	1	4	4	4	1	2	4	2	5	4	4
1158608	1	2		S5	1	4	4	4	7	7	7	7	7	6	7	4	4	4	7	1	1	1	1	1	1	4	2	1	1	1	1	4	2	2	2	3	2	6	4	3	2	2	2	3	3	6	5	4	3	6	4	4	2	4	4	4	4	4	4	4	4	7	5	7	6	6	4	5	5	5	2	4	2	7	7	7	5	6	6	7	7	6	7	7	4	4	4	2	7	6	6	7	6	6	4	4	4	1	6	2	3	7	1	5
1238271	1	1		iphone 5	2	3	4	4	6	6	6	6	5	6	5	6	5	5	5	3	2	3	2	3	3	2	2	2	2	2	2	2	2	2	3	4	3	4	3	5	5	5	4	5	5	3	4	4	5	5	5	4	4	5	5	5	4	4	4	4	4	4	4	6	5	6	5	5	5	5	4	5	5	6	6	6	5	5	3	3	5	4	4	4	4	4	4	4	3	4	4	4	4	5	3	3	5	0	4	5	1	2	2	4
285606	1	1		4	2	7	7	7	1	1	1	1	1	1	1	1	1	1	1	4	7	4	4	4	4	4	4	4	4	4	1	4	4	4	4	6	5	5	5	6	5	5	6	5	5	6	5	1	3	5	4	4	4	4	5	5	5	6	6	5	6	7	7	1	1	1	7	4	4	4	3	3	3	3	2	1	3	1	1	7	7	1	1	1	5	6	6	7	7	7	4	7	7	7	7	7	7	1	4	5	1	6	6	3
1209406	1	9	na	5	1	7	7	5	7	7	5	5	5	5	5	6	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	5	7	7	7	7	7	7	5	7	6	7	7	7	7	7	7	7	1	3	1	2	4	1	4
325716	1	1		4C	2	2	2	2	5	2	2	4	6	2	4	4	2	2	1	4	1	1	1	4	4	4	4	2	2	2	2	6	5	5	5	4	4	4	4	5	3	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	4	4	4	5	5	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	4	4	4	4	4	4	3	1	1	1	1	1	1	1	6	5	1	5	1	4
SR062614	1	2		S4 mini	1	1	1	1	5	5	5	7	6	6	6	5	5	5	4	2	2	4	4	2	2	2	2	6	5	5	6	1	1	1	2	3	2	2	2	3	5	5	5	7	5	5	5	5	5	1	1	1	1	2	2	2	2	2	2	2	5	5	4	6	3	5	3	5	3	5	4	5	5	5	5	5	4	7	6	7	7	5	5	5	4	4	4	1	1	3	7	1	1	1	3	3	3	0	4	16	1	1	1	1
1537151	1	2		S4	1	5	4	4	5	5	4	3	2	4	3	2	2	2	4	2	3	3	3	4	3	6	3	2	2	2	2	3	4	4	6	3	3	3	3	5	6	5	2	5	5	3	5	6	3	5	5	5	5	4	4	4	3	4	3	4	5	5	3	7	7	6	6	3	3	5	6	6	6	5	6	5	2	2	2	5	5	5	4	4	4	4	4	3	5	5	6	5	5	6	3	2	7	1	5	2	1	2	3	4
ternstes@msn.com	1	2		Highlight	1	6	5	3	1	1	1	1	1	1	1	4	2	4	2	2	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	7	1	7	6	1	1	1	1	1	1	3	1	1	1	6	6	1	6	2	2	7	1	1	1	1	7	7	7	4	4	6	7	7	7	7	7	7	7	7	7	1	2	7	7	4	5	7	7	7	7	7	7	1	7	6	7	7	7	7	7	7	7	1	6	7	2	5	3	4
1552412	1	1		5	2	3	2	3	2	4	2	3	2	3	4	3	2	3	4	2	4	2	3	2	4	2	2	3	4	3	3	2	3	2	4	2	3	2	2	2	2	3	3	2	2	3	3	2	4	2	2	3	3	3	2	2	3	2	4	2	3	3	3	3	2	3	2	3	2	2	2	3	2	2	3	2	3	1	2	2	2	3	3	2	4	2	2	3	3	3	3	3	2	2	3	2	4	1	2	3	2	3	2	6
755454	1	1		S4	2	2	2	2	2	2	2	2	5	4	4	2	2	4	7	1	2	4	4	1	1	1	1	1	1	1	2	3	4	4	4	4	2	2	2	5	5	5	4	6	6	2	4	4	4	6	4	4	1	3	3	3	4	4	4	4	4	5	4	6	4	4	2	2	2	4	2	2	2	4	5	5	5	6	6	4	6	6	6	6	4	4	4	4	2	2	6	4	4	4	1	1	1	1	3	2	3	5	2	4
1025679	1	4		lucid2	2	1	1	1	1	1	1	4	4	4	4	4	3	3	3	5	5	5	5	4	6	2	6	5	7	2	7	2	4	5	3	3	6	3	7	4	4	5	5	4	4	4	5	3	3	7	1	7	7	3	4	3	3	4	4	3	3	3	4	2	2	2	5	4	3	3	4	4	3	5	3	6	4	3	3	2	1	1	1	1	2	2	2	3	2	2	6	2	2	2	3	3	3	0	5	7	1	1	4	7
151258	1	5		Droid	2	3	3	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	7	7	7	5	7	6	6	7	7	4	3	4	2	2	4	5	4	4	4	4	4	4	4	4	4	6	6	6	4	4	4	4	2	2	2	4	4	4	2	4	4	4	4	4	4	4	2	2	2	2	2	2	2	3	3	3	3	3	3	6	5	5	5	7	7	5	0	6	12	5	7	1	4
1032718	1	3		dna	2	4	4	4	4	4	4	3	3	3	2	3	3	2	2	4	4	4	5	4	4	4	4	4	4	7	4	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	6	7	7	7	4	4	4	4	5	5	4	4	4	4	6	6	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	4	4	4	2	1	4	8	3	5	1	5
1521101	1	2		S4	1	5	5	6	7	7	7	7	7	6	6	5	5	6	6	4	4	4	3	4	4	3	3	4	4	3	4	4	4	3	4	4	3	4	4	4	4	4	4	5	4	5	5	4	4	4	4	3	4	7	7	6	6	6	6	7	4	4	4	6	6	7	6	6	5	5	6	7	6	6	6	7	6	6	6	3	6	5	4	4	3	3	3	4	5	4	5	5	5	5	5	6	6	0	3	8	3	4	4	6
1000176	1	1		4s	2	4	4	4	6	3	2	2	2	2	2	2	2	2	2	6	6	6	6	2	7	7	7	4	7	7	4	6	6	5	5	5	6	6	6	6	3	2	2	2	2	2	4	4	4	2	2	3	5	4	4	5	7	6	6	6	6	6	6	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	4	4	5	5	5	5	6	6	6	4	4	4	3	4	4	3	1	4	6	3	5	2	6
1427282	1	6		lumia 521	1	4	4	2	5	5	5	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	4	4	1	1	5	5	5	5	5	5	5	2	5	5	7	7	5	5	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	4	4	4	7	1	1	1	3	2	5	1	3	11	1	1	1	6
1142516	1	2			1	7	7	7	4	4	4	2	5	4	3	4	5	4	4	1	1	1	1	1	1	4	1	2	1	1	1	1	5	5	2	3	4	4	1	5	2	1	2	4	5	6	1	1	1	1	1	1	1	5	4	3	3	3	2	3	4	3	5	4	4	4	4	4	4	4	4	6	6	6	7	3	1	7	7	7	7	7	7	7	4	4	5	1	1	1	7	1	1	1	5	1	7	1	5	2	2	7	4	1
172250	1	1		4s	2	3	3	4	2	2	1	2	1	3	1	3	3	3	1	6	5	5	7	3	6	4	7	6	7	3	3	5	2	4	1	4	4	4	6	1	1	1	3	1	1	1	4	1	4	3	3	6	7	2	4	4	3	4	3	4	3	1	3	1	1	1	3	2	2	1	1	1	1	1	1	1	2	2	4	1	1	3	3	4	1	2	3	7	7	4	6	3	4	3	4	4	1	1	4	3	1	7	7	4
597226	1	5		droid mini	2	5	5	3	5	4	5	7	5	4	5	2	3	4	2	3	2	3	2	1	1	1	1	3	1	1	1	1	1	1	1	3	2	1	1	3	4	3	4	1	4	2	3	6	4	4	3	5	1	3	2	1	1	1	1	1	3	1	1	5	5	4	3	5	4	7	4	6	5	6	5	4	3	6	5	4	1	5	4	3	4	3	4	2	1	2	4	2	1	3	1	1	5	0	5	8	3	6	1	2
1515691	1	3		Eris	2	5	5	4	6	6	7	3	2	3	2	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	2	2	1	5	5	4	3	7	4	3	2	5	1	2	2	2	2	4	4	3	3	4	4	4	3	4	4	3	2	3	2	4	4	5	2	2	2	4	3	3	2	6	5	7	7	6	6	6	5	5	5	1	1	1	6	2	5	4	4	2	6	0	6	3	2	4	2	4
1313228	1	6		nuron	2	6	7	7	3	4	5	1	1	4	3	4	4	5	1	4	1	2	4	1	1	1	1	1	1	1	1	1	2	4	1	3	1	3	2	5	5	4	3	4	5	5	7	6	5	7	7	7	4	4	4	3	4	5	5	5	3	1	1	7	7	7	7	7	6	7	4	5	6	1	6	5	4	7	7	7	7	5	5	6	5	4	4	1	1	1	7	4	3	2	1	1	5	0	5	2	1	6	4	2
399511	1	2		galaxy	1	6	6	4	4	4	4	5	7	5	4	4	6	6	7	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	5	5	5	6	5	2	4	6	5	5	5	3	4	4	6	6	6	1	1	1	1	1	1	1	1	1	1	1	6	6	6	6	6	6	7	6	5	5	6	6	6	5	7	6	6	7	6	4	4	1	1	1	4	4	4	6	2	2	2	2	1	1	1	5	5	2	5	3	4
1437169	1	1			2	4	7	4	4	7	6	5	7	7	6	7	6	7	6	6	5	7	6	4	5	6	5	5	5	6	5	6	6	7	6	6	5	5	6	5	5	6	6	6	6	5	7	6	6	7	6	6	6	3	4	4	5	5	4	5	5	5	5	6	6	5	6	5	5	7	6	6	7	6	6	6	5	4	4	6	6	6	6	6	6	5	6	6	6	5	3	4	5	5	5	4	5	0	2	16	5	7	6	5
